chrom	fold	centered_start	centered_end	n_insertions	URQ_orig	URQ_sine	URQ_diff	insertion_sites
chr15	3	60985344	62296064	1	-0.4133128821849823	-0.41234755516052246	0.0009653270244598389	[655942]
chr15	3	60985344	62296064	2	-0.4133128821849823	-0.4095160961151123	0.003796786069869995	[656127, 656986]
chr15	3	60985344	62296064	3	-0.4133128821849823	-0.40602025389671326	0.007292628288269043	[655918, 656540, 656916]
chr15	3	36962304	38273024	1	-0.32922399044036865	-0.33078718185424805	-0.0015631914138793945	[657059]
chr15	3	36962304	38273024	2	-0.32922399044036865	-0.269368052482605	0.05985593795776367	[655364, 656414]
chr15	3	36962304	38273024	3	-0.32922399044036865	-0.2752973735332489	0.05392661690711975	[656051, 656554, 657164]
chr15	3	12820480	14131200	1	-0.14944112300872803	-0.1488618105649948	0.0005793124437332153	[656322]
chr15	3	12820480	14131200	2	-0.14944112300872803	-0.12021087110042572	0.029230251908302307	[655467, 656874]
chr15	3	12820480	14131200	3	-0.14944112300872803	-0.14626748859882355	0.00317363440990448	[655372, 656581, 656967]
chr17	3	81942528	83253248	1	-0.38373976945877075	-0.3848799765110016	-0.001140207052230835	[656062]
chr17	3	81942528	83253248	2	-0.38373976945877075	-0.38403138518333435	-0.00029161572456359863	[655698, 655972]
chr17	3	81942528	83253248	3	-0.38373976945877075	-0.30553364753723145	0.0782061219215393	[656414, 656647, 657080]
chr17	3	80766976	82077696	1	-0.31365686655044556	-0.3142838478088379	-0.000626981258392334	[656522]
chr17	3	80766976	82077696	2	-0.31365686655044556	-0.23900224268436432	0.07465462386608124	[656621, 656906]
chr17	3	80766976	82077696	3	-0.31365686655044556	-0.22258342802524567	0.09107343852519989	[655873, 656443, 656995]
chr17	3	71526400	72837120	1	-0.34172070026397705	-0.3404090702533722	0.0013116300106048584	[656122]
chr17	3	71526400	72837120	2	-0.34172070026397705	-0.26687076687812805	0.074849933385849	[656956, 657175]
chr17	3	71526400	72837120	3	-0.34172070026397705	-0.24032700061798096	0.1013936996459961	[655562, 655880, 656531]
chr18	3	41043968	42354688	1	-0.22258080542087555	-0.22269639372825623	-0.00011558830738067627	[656060]
chr18	3	41043968	42354688	2	-0.22258080542087555	-0.15516573190689087	0.06741507351398468	[655472, 656471]
chr18	3	41043968	42354688	3	-0.22258080542087555	-0.22607876360416412	-0.0034979581832885742	[655490, 655818, 656787]
chr18	3	12820480	14131200	1	-0.3212558329105377	-0.3214932084083557	-0.00023737549781799316	[656002]
chr18	3	12820480	14131200	2	-0.3212558329105377	-0.3267934322357178	-0.005537599325180054	[655377, 656285]
chr18	3	12820480	14131200	3	-0.3212558329105377	-0.3237120807170868	-0.0024562478065490723	[655727, 656262, 656691]
chr18	3	48519168	49829888	1	-0.2635403573513031	-0.26527807116508484	-0.0017377138137817383	[655475]
chr18	3	48519168	49829888	2	-0.2635403573513031	-0.25965651869773865	0.003883838653564453	[655692, 655911]
chr18	3	48519168	49829888	3	-0.2635403573513031	-0.20503102242946625	0.05850933492183685	[655580, 656083, 656492]
chr18	3	30603264	31913984	1	-0.27403026819229126	-0.2694375514984131	0.004592716693878174	[656325]
chr18	3	30603264	31913984	2	-0.27403026819229126	-0.2729785144329071	0.0010517537593841553	[655534, 656454]
chr18	3	30603264	31913984	3	-0.27403026819229126	-0.2680971324443817	0.005933135747909546	[656446, 656659, 657126]
chr18	3	55371776	56682496	1	-0.3903844356536865	-0.3938972055912018	-0.003512769937515259	[656892]
chr18	3	55371776	56682496	2	-0.3903844356536865	-0.3951256275177002	-0.004741191864013672	[656363, 657043]
chr18	3	55371776	56682496	3	-0.3903844356536865	-0.394450843334198	-0.004066407680511475	[656002, 656564, 656954]
chr6	3	125317120	126627840	1	-0.2549442648887634	-0.21265657246112823	0.04228769242763519	[656423]
chr6	3	125317120	126627840	2	-0.2549442648887634	-0.2548530399799347	9.122490882873535e-05	[655466, 656095]
chr6	3	125317120	126627840	3	-0.2549442648887634	-0.19219209253787994	0.06275217235088348	[656382, 656617, 657032]
chr6	3	118216704	119527424	1	-0.07978630065917969	-0.058965422213077545	0.020820878446102142	[656025]
chr6	3	118216704	119527424	2	-0.07978630065917969	-0.08019645512104034	-0.00041015446186065674	[655786, 656790]
chr6	3	118216704	119527424	3	-0.07978630065917969	-0.07746165990829468	0.0023246407508850098	[655429, 656629, 656954]
chr7	3	35670016	36980736	1	-0.3028486669063568	-0.30277684330940247	7.18235969543457e-05	[656901]
chr7	3	35670016	36980736	2	-0.3028486669063568	-0.26448512077331543	0.03836354613304138	[655496, 655867]
chr7	3	35670016	36980736	3	-0.3028486669063568	-0.28534606099128723	0.01750260591506958	[656055, 656721, 657048]
chr10	4	111949824	113260544	1	-0.17943568527698517	-0.18022094666957855	-0.0007852613925933838	[655671]
chr10	4	111949824	113260544	2	-0.17943568527698517	-0.17765261232852936	0.0017830729484558105	[655753, 656099]
chr10	4	111949824	113260544	3	-0.17943568527698517	-0.06098174676299095	0.11845393851399422	[655541, 656560, 656898]
chr10	4	95739904	97050624	1	-0.2557052671909332	-0.25699135661125183	-0.0012860894203186035	[655694]
chr10	4	95739904	97050624	2	-0.2557052671909332	-0.1513759046792984	0.10432936251163483	[655974, 657001]
chr10	4	95739904	97050624	3	-0.2557052671909332	-0.2552594244480133	0.0004458427429199219	[655574, 656263, 656696]
chr10	4	91678720	92989440	1	-0.3148556351661682	-0.25849097967147827	0.05636465549468994	[656210]
chr10	4	91678720	92989440	2	-0.3148556351661682	-0.30834147334098816	0.006514161825180054	[656344, 656840]
chr10	4	91678720	92989440	3	-0.3148556351661682	-0.32314372062683105	-0.008288085460662842	[655416, 656949, 657171]
chr10	4	86652928	87963648	1	-0.11678698658943176	-0.11568870395421982	0.0010982826352119446	[656087]
chr10	4	86652928	87963648	2	-0.11678698658943176	-0.10277432203292847	0.014012664556503296	[656622, 656939]
chr10	4	86652928	87963648	3	-0.11678698658943176	-0.05712321773171425	0.059663768857717514	[655702, 655925, 656534]
chr10	4	123004928	124315648	1	-0.2381209433078766	-0.23636206984519958	0.001758873462677002	[655823]
chr10	4	123004928	124315648	2	-0.2381209433078766	-0.23617792129516602	0.0019430220127105713	[655721, 656025]
chr10	4	123004928	124315648	3	-0.2381209433078766	-0.004014927428215742	0.23410601587966084	[655961, 656651, 657087]
chr10	4	98041856	99352576	1	-0.3703099489212036	-0.3686479926109314	0.0016619563102722168	[655556]
chr10	4	98041856	99352576	2	-0.3703099489212036	-0.3670468330383301	0.003263115882873535	[656058, 656410]
chr10	4	98041856	99352576	3	-0.3703099489212036	-0.36376112699508667	0.006548821926116943	[656005, 656365, 656679]
chr10	4	109590528	110901248	1	-0.25230756402015686	-0.12048415094614029	0.13182341307401657	[656144]
chr10	4	109590528	110901248	2	-0.25230756402015686	-0.2496708184480667	0.002636745572090149	[655808, 656893]
chr10	4	109590528	110901248	3	-0.25230756402015686	-0.24697275459766388	0.005334809422492981	[655409, 656758, 657034]
chr10	4	114323456	115634176	1	-0.49445614218711853	-0.493671715259552	0.0007844269275665283	[657030]
chr10	4	114323456	115634176	2	-0.49445614218711853	-0.49332502484321594	0.0011311173439025879	[655902, 656869]
chr10	4	114323456	115634176	3	-0.49445614218711853	-0.4918588697910309	0.0025972723960876465	[656047, 656699, 656909]
chr10	4	90986496	92297216	1	-0.2482243925333023	-0.24941903352737427	-0.0011946409940719604	[656909]
chr10	4	90986496	92297216	2	-0.2482243925333023	-0.24789486825466156	0.00032952427864074707	[655685, 656538]
chr10	4	90986496	92297216	3	-0.2482243925333023	-0.20832858979701996	0.03989580273628235	[655781, 656053, 656620]
chr11	4	10227712	11538432	1	-0.23811651766300201	-0.23951862752437592	-0.0014021098613739014	[656534]
chr11	4	10227712	11538432	2	-0.23811651766300201	-0.22328652441501617	0.01482999324798584	[655411, 655709]
chr11	4	10227712	11538432	3	-0.23811651766300201	-0.23894721269607544	-0.0008306950330734253	[655508, 656524, 657031]
chr11	4	23836672	25147392	1	-0.2980671525001526	-0.2946535646915436	0.003413587808609009	[655528]
chr11	4	23836672	25147392	2	-0.2980671525001526	-0.057991571724414825	0.24007558077573776	[655836, 656509]
chr11	4	23836672	25147392	3	-0.2980671525001526	-0.05874011665582657	0.23932703584432602	[655830, 656204, 657145]
chr11	4	18561024	19871744	1	-0.29920414090156555	-0.29957330226898193	-0.00036916136741638184	[655624]
chr11	4	18561024	19871744	2	-0.29920414090156555	-0.2969183623790741	0.002285778522491455	[656644, 657128]
chr11	4	18561024	19871744	3	-0.29920414090156555	-0.015743901953101158	0.2834602389484644	[655459, 656140, 657034]
chr14	4	88805376	90116096	1	-0.18901439011096954	-0.18966986238956451	-0.0006554722785949707	[655972]
chr14	4	88805376	90116096	2	-0.18901439011096954	-0.18454082310199738	0.004473567008972168	[655488, 656548]
chr14	4	88805376	90116096	3	-0.18901439011096954	-0.18853090703487396	0.00048348307609558105	[655560, 655933, 656133]
chr14	4	73433088	74743808	1	-0.36293935775756836	-0.3583572804927826	0.004582077264785767	[656403]
chr14	4	73433088	74743808	2	-0.36293935775756836	-0.2794005572795868	0.08353880047798157	[655664, 656101]
chr14	4	73433088	74743808	3	-0.36293935775756836	-0.28596651554107666	0.0769728422164917	[655962, 656274, 657164]
chr14	4	79382528	80693248	1	-0.2310769110918045	-0.22407977283000946	0.006997138261795044	[655904]
chr14	4	79382528	80693248	2	-0.2310769110918045	-0.22725024819374084	0.0038266628980636597	[655413, 655993]
chr14	4	79382528	80693248	3	-0.2310769110918045	-0.12653763592243195	0.10453927516937256	[655368, 655973, 657082]
chr14	4	61376512	62687232	1	-0.2523503005504608	-0.2522139251232147	0.00013637542724609375	[656116]
chr14	4	61376512	62687232	2	-0.2523503005504608	-0.21869660913944244	0.03365369141101837	[655675, 657188]
chr14	4	61376512	62687232	3	-0.2523503005504608	-0.020338041707873344	0.23201225884258747	[655393, 656094, 656918]
chr14	4	102156288	103467008	1	-0.41147562861442566	-0.4048815071582794	0.00659412145614624	[656892]
chr14	4	102156288	103467008	2	-0.41147562861442566	-0.3483808934688568	0.06309473514556885	[655776, 656240]
chr14	4	102156288	103467008	3	-0.41147562861442566	-0.39068183302879333	0.020793795585632324	[655415, 655660, 656357]
chr14	4	104960000	106270720	1	-0.1763322502374649	-0.17718133330345154	-0.0008490830659866333	[656632]
chr14	4	104960000	106270720	2	-0.1763322502374649	-0.09713367372751236	0.07919857650995255	[656464, 657190]
chr14	4	104960000	106270720	3	-0.1763322502374649	-0.1717405766248703	0.0045916736125946045	[655638, 656164, 656417]
chr14	4	76683264	77993984	1	-0.31909212470054626	-0.31762218475341797	0.001469939947128296	[656485]
chr14	4	76683264	77993984	2	-0.31909212470054626	-0.31748321652412415	0.0016089081764221191	[655551, 656626]
chr14	4	76683264	77993984	3	-0.31909212470054626	-0.31823599338531494	0.0008561313152313232	[655585, 655789, 656065]
chr14	4	70526976	71837696	1	-0.33703702688217163	-0.3359026312828064	0.0011343955993652344	[656304]
chr14	4	70526976	71837696	2	-0.33703702688217163	-0.33579662442207336	0.0012404024600982666	[655581, 657079]
chr14	4	70526976	71837696	3	-0.33703702688217163	-0.26343652606010437	0.07360050082206726	[655491, 655728, 656406]
chr15	4	93179904	94490624	1	-0.23369529843330383	-0.2340906709432602	-0.00039537250995635986	[655616]
chr15	4	93179904	94490624	2	-0.23369529843330383	-0.23289921879768372	0.0007960796356201172	[655681, 656998]
chr15	4	93179904	94490624	3	-0.23369529843330383	-0.027391944080591202	0.20630335435271263	[655592, 655899, 656553]
chr15	4	86028288	87339008	1	-0.2472543716430664	-0.24673892557621002	0.0005154460668563843	[656732]
chr15	4	86028288	87339008	2	-0.2472543716430664	-0.10272668302059174	0.14452768862247467	[655499, 655976]
chr15	4	86028288	87339008	3	-0.2472543716430664	-0.1027837023139	0.1444706693291664	[655527, 655947, 656557]
chr15	4	101081088	102391808	1	-0.11343064904212952	-0.11496609449386597	-0.0015354454517364502	[657073]
chr15	4	101081088	102391808	2	-0.11343064904212952	-0.11450934410095215	-0.0010786950588226318	[655645, 656360]
chr15	4	101081088	102391808	3	-0.11343064904212952	-0.11284710466861725	0.0005835443735122681	[655676, 656244, 656978]
chr19	4	27705344	29016064	1	-0.21432830393314362	-0.2209428995847702	-0.006614595651626587	[655491]
chr19	4	27705344	29016064	2	-0.21432830393314362	-0.00466286763548851	0.2096654362976551	[655983, 656611]
chr19	4	27705344	29016064	3	-0.21432830393314362	-0.05849320441484451	0.1558350995182991	[656000, 656686, 657181]
chr19	4	26316800	27627520	1	-0.2057991623878479	-0.20559781789779663	0.00020134449005126953	[655654]
chr19	4	26316800	27627520	2	-0.2057991623878479	-0.20646396279335022	-0.0006648004055023193	[655373, 655692]
chr19	4	26316800	27627520	3	-0.2057991623878479	-0.13108550012111664	0.07471366226673126	[655531, 656511, 656897]
chr19	4	25296896	26607616	1	-0.5013132095336914	-0.4991859197616577	0.0021272897720336914	[656940]
chr19	4	25296896	26607616	2	-0.5013132095336914	-0.49635130167007446	0.004961907863616943	[656084, 656963]
chr19	4	25296896	26607616	3	-0.5013132095336914	-0.4946925640106201	0.006620645523071289	[655498, 655947, 656929]
chr2	4	158822400	160133120	1	-0.26419156789779663	-0.2597971558570862	0.004394412040710449	[657137]
chr2	4	158822400	160133120	2	-0.26419156789779663	-0.24545878171920776	0.018732786178588867	[656577, 656912]
chr2	4	158822400	160133120	3	-0.26419156789779663	-0.2692154347896576	-0.005023866891860962	[655461, 656013, 656873]
chr2	4	171122688	172433408	1	-0.24273119866847992	-0.2465880811214447	-0.0038568824529647827	[655969]
chr2	4	171122688	172433408	2	-0.24273119866847992	-0.12547516822814941	0.1172560304403305	[655584, 656786]
chr2	4	171122688	172433408	3	-0.24273119866847992	-0.1288331300020218	0.11389806866645813	[655476, 655974, 656625]
chr2	4	159522816	160833536	1	-0.42721256613731384	-0.42774173617362976	-0.000529170036315918	[656329]
chr2	4	159522816	160833536	2	-0.42721256613731384	-0.39090365171432495	0.03630891442298889	[656520, 656845]
chr2	4	159522816	160833536	3	-0.42721256613731384	-0.32699745893478394	0.10021510720252991	[655425, 655857, 656179]
chr2	4	168968192	170278912	1	-0.31061211228370667	-0.000823195674456656	0.30978891660925	[655948]
chr2	4	168968192	170278912	2	-0.31061211228370667	-0.27590540051460266	0.034706711769104004	[656095, 656524]
chr2	4	168968192	170278912	3	-0.31061211228370667	-0.21708598732948303	0.09352612495422363	[655366, 656024, 656544]
chr2	4	161718272	163028992	1	-0.1428288370370865	-0.1001039370894432	0.04272489994764328	[655524]
chr2	4	161718272	163028992	2	-0.1428288370370865	-0.10126138478517532	0.04156745225191116	[655393, 656778]
chr2	4	161718272	163028992	3	-0.1428288370370865	-0.06189294159412384	0.08093589544296265	[655590, 655853, 656999]
chr3	4	78059520	79370240	1	-0.27007701992988586	-0.2695739269256592	0.0005030930042266846	[655993]
chr3	4	78059520	79370240	2	-0.27007701992988586	-0.26903998851776123	0.0010370314121246338	[655374, 656740]
chr3	4	78059520	79370240	3	-0.27007701992988586	-0.20909075438976288	0.060986265540122986	[656147, 656858, 657154]
chr3	4	79622144	80932864	1	-0.2295863926410675	-0.23044955730438232	-0.0008631646633148193	[655425]
chr3	4	79622144	80932864	2	-0.2295863926410675	-0.23159313201904297	-0.002006739377975464	[655532, 657023]
chr3	4	79622144	80932864	3	-0.2295863926410675	-0.22126302123069763	0.008323371410369873	[655699, 656088, 657208]
chr4	4	86908928	88219648	1	-0.3074255883693695	-0.30732762813568115	9.796023368835449e-05	[656147]
chr4	4	86908928	88219648	2	-0.3074255883693695	-0.2719419598579407	0.03548362851142883	[656083, 657181]
chr4	4	86908928	88219648	3	-0.3074255883693695	-0.209226593375206	0.09819899499416351	[655513, 656316, 656997]
chr4	4	85598208	86908928	1	-0.1709657460451126	-0.1669616848230362	0.004004061222076416	[656454]
chr4	4	85598208	86908928	2	-0.1709657460451126	-0.1665549874305725	0.0044107586145401	[655676, 656631]
chr4	4	85598208	86908928	3	-0.1709657460451126	-0.1620679348707199	0.0088978111743927	[655735, 656339, 656640]
chr4	4	86495232	87805952	1	-0.28762444853782654	-0.2881111800670624	-0.00048673152923583984	[656518]
chr4	4	86495232	87805952	2	-0.28762444853782654	-0.28763237595558167	-7.927417755126953e-06	[655915, 656892]
chr4	4	86495232	87805952	3	-0.28762444853782654	-0.288165807723999	-0.0005413591861724854	[656140, 656633, 657057]
chr5	4	111253504	112564224	1	-0.1780291050672531	-0.17795264720916748	7.645785808563232e-05	[655749]
chr5	4	111253504	112564224	2	-0.1780291050672531	-0.13710236549377441	0.0409267395734787	[656365, 656588]
chr5	4	111253504	112564224	3	-0.1780291050672531	-0.16700245440006256	0.011026650667190552	[656357, 656623, 657127]
chr8	4	44101632	45412352	1	-0.325515478849411	-0.3255665898323059	-5.111098289489746e-05	[656442]
chr8	4	44101632	45412352	2	-0.325515478849411	-0.31658807396888733	0.008927404880523682	[656012, 657001]
chr8	4	44101632	45412352	3	-0.325515478849411	-0.3147246241569519	0.010790854692459106	[656003, 656511, 657142]
chr8	4	36673536	37984256	1	-0.26700714230537415	-0.26703956723213196	-3.24249267578125e-05	[655906]
chr8	4	36673536	37984256	2	-0.26700714230537415	-0.26976871490478516	-0.0027615725994110107	[656504, 656825]
chr8	4	36673536	37984256	3	-0.26700714230537415	-0.20981597900390625	0.057191163301467896	[655480, 656087, 657087]
chr8	4	13834240	15144960	1	-0.28177979588508606	-0.2810609042644501	0.0007188916206359863	[656434]
chr8	4	13834240	15144960	2	-0.28177979588508606	-0.27648547291755676	0.005294322967529297	[655492, 656502]
chr8	4	13834240	15144960	3	-0.28177979588508606	-0.1441539227962494	0.13762587308883667	[655564, 656269, 656975]
chr8	4	44972032	46282752	1	-0.12267538160085678	-0.11954018473625183	0.00313519686460495	[655545]
chr8	4	44972032	46282752	2	-0.12267538160085678	-0.11715076118707657	0.005524620413780212	[655542, 657006]
chr8	4	44972032	46282752	3	-0.12267538160085678	-0.04148445278406143	0.08119092881679535	[655894, 656093, 656729]
chr8	4	56426496	57737216	1	-0.28730690479278564	-0.2844691276550293	0.0028377771377563477	[656726]
chr8	4	56426496	57737216	2	-0.28730690479278564	-0.2847277522087097	0.0025791525840759277	[655431, 656056]
chr8	4	56426496	57737216	3	-0.28730690479278564	-0.2801697552204132	0.0071371495723724365	[655948, 656399, 656713]
chr8	4	27242496	28553216	1	-0.16142557561397552	-0.030427223071455956	0.13099835254251957	[656828]
chr8	4	27242496	28553216	2	-0.16142557561397552	-0.031108442693948746	0.13031713292002678	[656156, 656667]
chr8	4	27242496	28553216	3	-0.16142557561397552	-0.15723682940006256	0.004188746213912964	[655809, 656520, 657041]
chr8	4	74913792	76224512	1	-0.27410951256752014	-0.273383229970932	0.0007262825965881348	[655593]
chr8	4	74913792	76224512	2	-0.27410951256752014	-0.26146969199180603	0.012639820575714111	[655691, 656657]
chr8	4	74913792	76224512	3	-0.27410951256752014	-0.27105602622032166	0.0030534863471984863	[655505, 656048, 657069]
chr8	4	31098880	32409600	1	-0.16416151821613312	-0.16524581611156464	-0.0010842978954315186	[656161]
chr8	4	31098880	32409600	2	-0.16416151821613312	0.01766454428434372	0.18182606250047684	[655616, 656451]
chr8	4	31098880	32409600	3	-0.16416151821613312	-0.14826734364032745	0.015894174575805664	[655837, 656298, 656884]
chr8	4	26132480	27443200	1	-0.26757898926734924	-0.24226725101470947	0.02531173825263977	[656135]
chr8	4	26132480	27443200	2	-0.26757898926734924	-0.26462462544441223	0.0029543638229370117	[656368, 657133]
chr8	4	26132480	27443200	3	-0.26757898926734924	-0.26515376567840576	0.0024252235889434814	[655602, 656230, 657202]
chr8	4	41365504	42676224	1	-0.30436083674430847	-0.3042578399181366	0.000102996826171875	[655666]
chr8	4	41365504	42676224	2	-0.30436083674430847	-0.3020397424697876	0.002321094274520874	[655632, 655957]
chr8	4	41365504	42676224	3	-0.30436083674430847	-0.29984787106513977	0.004512965679168701	[655600, 656351, 657037]
chr1	5	14739456	16050176	1	-0.29626280069351196	-0.2890966534614563	0.007166147232055664	[655706]
chr1	5	14739456	16050176	2	-0.29626280069351196	-0.29612889885902405	0.00013390183448791504	[655469, 656148]
chr1	5	14739456	16050176	3	-0.29626280069351196	-0.2928599417209625	0.0034028589725494385	[655594, 656188, 656707]
chr1	5	11470848	12781568	1	-0.22714923322200775	-0.22696733474731445	0.00018189847469329834	[656709]
chr1	5	11470848	12781568	2	-0.22714923322200775	-0.2159590721130371	0.011190161108970642	[656105, 656613]
chr1	5	11470848	12781568	3	-0.22714923322200775	0.03967644274234772	0.26682567596435547	[655626, 656164, 656550]
chr1	5	128399360	129710080	1	-0.26717230677604675	-0.2677287459373474	-0.0005564391613006592	[657072]
chr1	5	128399360	129710080	2	-0.26717230677604675	-0.23402023315429688	0.03315207362174988	[655360, 655906]
chr1	5	128399360	129710080	3	-0.26717230677604675	-0.24351179599761963	0.023660510778427124	[656472, 656683, 656943]
chr1	5	120203264	121513984	1	-0.22313982248306274	-0.13601335883140564	0.0871264636516571	[657108]
chr1	5	120203264	121513984	2	-0.22313982248306274	-0.2565343379974365	-0.03339451551437378	[655552, 656047]
chr1	5	120203264	121513984	3	-0.22313982248306274	-0.10959231853485107	0.11354750394821167	[655935, 656433, 657081]
chr10	5	8740864	10051584	1	-0.16987398266792297	-0.1682470142841339	0.0016269683837890625	[656357]
chr10	5	8740864	10051584	2	-0.16987398266792297	-0.07828162610530853	0.09159235656261444	[656413, 656933]
chr10	5	8740864	10051584	3	-0.16987398266792297	0.04771695286035538	0.21759093552827835	[655993, 656723, 657095]
chr10	5	36800512	38111232	1	-0.17668761312961578	-0.17929451167583466	-0.002606898546218872	[655597]
chr10	5	36800512	38111232	2	-0.17668761312961578	-0.06450044363737106	0.11218716949224472	[655531, 656502]
chr10	5	36800512	38111232	3	-0.17668761312961578	0.06539420783519745	0.24208182096481323	[656304, 656538, 657084]
chr10	5	83523584	84834304	1	-0.17064087092876434	-0.1531600058078766	0.017480865120887756	[656290]
chr10	5	83523584	84834304	2	-0.17064087092876434	-0.17047354578971863	0.00016732513904571533	[655994, 656651]
chr10	5	83523584	84834304	3	-0.17064087092876434	-0.01778787188231945	0.1528529990464449	[655959, 656222, 657108]
chr10	5	4069376	5380096	1	-0.4602195620536804	-0.46038323640823364	-0.00016367435455322266	[656122]
chr10	5	4069376	5380096	2	-0.4602195620536804	-0.46224212646484375	-0.00202256441116333	[656535, 656742]
chr10	5	4069376	5380096	3	-0.4602195620536804	-0.4007672369480133	0.059452325105667114	[655624, 656074, 656634]
chr17	5	9328640	10639360	1	-0.47325074672698975	-0.47255441546440125	0.000696331262588501	[655702]
chr17	5	9328640	10639360	2	-0.47325074672698975	-0.47058728337287903	0.0026634633541107178	[655435, 656388]
chr17	5	9328640	10639360	3	-0.47325074672698975	-0.4685569405555725	0.004693806171417236	[655456, 656241, 656749]
chr17	5	11118592	12429312	1	-0.4880855679512024	-0.489087849855423	-0.001002281904220581	[655698]
chr17	5	11118592	12429312	2	-0.4880855679512024	-0.4814527630805969	0.006632804870605469	[656018, 656472]
chr17	5	11118592	12429312	3	-0.4880855679512024	-0.4414791762828827	0.0466063916683197	[655590, 656251, 656576]
chr2	5	79392768	80703488	1	-0.18619614839553833	-0.18491420149803162	0.0012819468975067139	[656174]
chr2	5	79392768	80703488	2	-0.18619614839553833	-0.1459866166114807	0.04020953178405762	[655686, 656216]
chr2	5	79392768	80703488	3	-0.18619614839553833	-0.16231560707092285	0.02388054132461548	[655833, 656167, 656920]
chr2	5	56883200	58193920	1	-0.3514094352722168	-0.3570557236671448	-0.0056462883949279785	[655549]
chr2	5	56883200	58193920	2	-0.3514094352722168	-0.3579256236553192	-0.006516188383102417	[655589, 655791]
chr2	5	56883200	58193920	3	-0.3514094352722168	-0.10094331204891205	0.25046612322330475	[656099, 656509, 657019]
chr2	5	43462656	44773376	1	-0.26947158575057983	-0.2596110701560974	0.009860515594482422	[656534]
chr2	5	43462656	44773376	2	-0.26947158575057983	-0.2589360475540161	0.01053553819656372	[655637, 656452]
chr2	5	43462656	44773376	3	-0.26947158575057983	-0.054591961205005646	0.2148796245455742	[655444, 656104, 656472]
chr2	5	55830528	57141248	1	-0.227805033326149	-0.14290252327919006	0.08490251004695892	[655839]
chr2	5	55830528	57141248	2	-0.227805033326149	-0.22220773994922638	0.005597293376922607	[655422, 656111]
chr2	5	55830528	57141248	3	-0.227805033326149	-0.2117292881011963	0.016075745224952698	[656135, 656614, 656842]
chr2	5	60528640	61839360	1	-0.1406373828649521	-0.13467594981193542	0.005961433053016663	[655924]
chr2	5	60528640	61839360	2	-0.1406373828649521	-0.135414719581604	0.0052226632833480835	[656330, 656695]
chr2	5	60528640	61839360	3	-0.1406373828649521	-0.139785036444664	0.0008523464202880859	[655461, 656032, 656427]
chr2	5	107012096	108322816	1	-0.22079449892044067	-0.20330876111984253	0.017485737800598145	[656561]
chr2	5	107012096	108322816	2	-0.22079449892044067	-0.19168545305728912	0.02910904586315155	[655975, 656661]
chr2	5	107012096	108322816	3	-0.22079449892044067	-0.21709299087524414	0.003701508045196533	[655547, 656379, 657183]
chr2	5	80551936	81862656	1	-0.2710441052913666	-0.2679591476917267	0.0030849575996398926	[656887]
chr2	5	80551936	81862656	2	-0.2710441052913666	-0.27379608154296875	-0.002751976251602173	[655639, 656010]
chr2	5	80551936	81862656	3	-0.2710441052913666	-0.26839402318000793	0.0026500821113586426	[655858, 656226, 656830]
chr2	5	37431296	38742016	1	-0.23610377311706543	-0.2332984060049057	0.002805367112159729	[655922]
chr2	5	37431296	38742016	2	-0.23610377311706543	-0.23281043767929077	0.003293335437774658	[656253, 656862]
chr2	5	37431296	38742016	3	-0.23610377311706543	-0.23639605939388275	-0.0002922862768173218	[656139, 656880, 657137]
chr2	5	51064832	52375552	1	-0.36441949009895325	-0.3628196120262146	0.0015998780727386475	[656714]
chr2	5	51064832	52375552	2	-0.36441949009895325	-0.2590605616569519	0.10535892844200134	[655937, 656262]
chr2	5	51064832	52375552	3	-0.36441949009895325	-0.3620937764644623	0.002325713634490967	[655428, 656564, 656844]
chr2	5	106670080	107980800	1	-0.5572310090065002	-0.5567921996116638	0.0004388093948364258	[656849]
chr2	5	106670080	107980800	2	-0.5572310090065002	-0.5520060062408447	0.005225002765655518	[655587, 656649]
chr2	5	106670080	107980800	3	-0.5572310090065002	-0.5118833184242249	0.04534769058227539	[655889, 656339, 657149]
chr2	5	52865024	54175744	1	-0.452415406703949	-0.4521811008453369	0.00023430585861206055	[655819]
chr2	5	52865024	54175744	2	-0.452415406703949	-0.4529719054698944	-0.0005564987659454346	[655606, 656037]
chr2	5	52865024	54175744	3	-0.452415406703949	-0.3925795257091522	0.05983588099479675	[655964, 656269, 657034]
chr2	5	94218240	95528960	1	-0.3070535659790039	-0.30764248967170715	-0.0005889236927032471	[655517]
chr2	5	94218240	95528960	2	-0.3070535659790039	-0.279093861579895	0.027959704399108887	[656043, 656687]
chr2	5	94218240	95528960	3	-0.3070535659790039	-0.24734331667423248	0.05971024930477142	[655970, 656298, 656645]
chr4	5	65236992	66547712	1	-0.22877030074596405	-0.22884787619113922	-7.75754451751709e-05	[657110]
chr4	5	65236992	66547712	2	-0.22877030074596405	-0.21826544404029846	0.010504856705665588	[655466, 656767]
chr4	5	65236992	66547712	3	-0.22877030074596405	-0.21401312947273254	0.014757171273231506	[655734, 656117, 656713]
chr4	5	3766272	5076992	1	-0.13386642932891846	0.0644761472940445	0.19834257662296295	[656195]
chr4	5	3766272	5076992	2	-0.13386642932891846	-0.13188022375106812	0.001986205577850342	[655767, 657058]
chr4	5	3766272	5076992	3	-0.13386642932891846	-0.13119156658649445	0.0026748627424240112	[655617, 655894, 657024]
chr4	5	64653312	65964032	1	-0.20878078043460846	-0.20614191889762878	0.0026388615369796753	[655876]
